instance;n;m;density;min_deg;max_deg;mean_deg;clustering;diameter;avg_path_len;ecc_min;ecc_max;ecc_std;betw_avg;betw_max;close_avg;close_max;degeneracy;deg_assort;clustering_avg;transitivity;spectral_radius;algebraic_conn;cyclomatic;girth
grafo2794.53.gml;42;62;0.072009;2;5;2.9524;0.019841;7;3.4138321995464853;5;7;0.5259695722470124;0.06242740998838559;0.1973925667828106;0.2892606790824533;0.3445378151260504;2;-0.02079722703639786;0.01984126984126984;0.021739130434782608;3.3389941317755505;0.2666897127219455;21;
grafo2805.18.gml;13;20;0.25641;2;5;3.0769;0.192308;4;1.9171597633136095;3;4;0.4615384615384616;0.0979020979020979;0.22323232323232323;0.48704887649415374;0.5454545454545454;2;-0.40280561122244524;0.19230769230769232;0.1836734693877551;3.457459386936817;0.6964072161322079;8;
grafo2811.29.gml;24;35;0.126812;2;7;2.9167;0.092857;6;2.6770833333333335;3;6;0.82915619758885;0.08152173913043477;0.3436100131752306;0.3671794505541788;0.48936170212765956;2;-0.2612612612612619;0.09285714285714286;0.09782608695652174;3.625325279924451;0.2649083129047573;12;
grafo2815.35.gml;30;38;0.087356;2;5;2.5333;0.0;9;3.868888888888889;5;9;1.0796089827134432;0.10722495894909687;0.33357963875205254;0.2560240924846285;0.3493975903614458;2;-0.23876651982378783;0.0;0.0;2.8381459116864947;0.12946503031649476;9;
grafo2821.22.gml;19;27;0.157895;2;6;2.8421;0.085965;5;2.559556786703601;3;5;0.6657426652986062;0.1001031991744066;0.42690631808278867;0.37737643757789185;0.5294117647058824;2;-0.008196721311476553;0.08596491228070176;0.1;3.3691105481568737;0.42771138287923405;9;
grafo2826.37.gml;31;45;0.096774;2;8;2.9032;0.073349;7;3.065556711758585;4;7;0.83123217591775;0.07474972191323694;0.41455938697318;0.3236828214383663;0.46153846153846156;2;-0.000179243592041429;0.07334869431643624;0.08256880733944955;3.6859496823469327;0.23296575706755718;15;
grafo2827.37.gml;22;33;0.142857;2;7;3.0;0.06039;5;2.5454545454545454;3;5;0.5677270907634907;0.08333333333333333;0.3726190476190476;0.3842910877748732;0.525;2;-0.012905476107429153;0.06038961038961039;0.10465116279069768;3.807692215986442;0.3530406363998912;12;
grafo2828.33.gml;19;23;0.134503;2;4;2.4211;0.04386;6;3.0027700831024933;4;6;0.7663273567663702;0.12762297901616787;0.2973856209150327;0.320373129616338;0.4;2;0.06756756756756926;0.043859649122807015;0.08333333333333333;2.7061767967624566;0.29496061204952106;5;
grafo2831.21.gml;17;29;0.213235;2;8;3.4118;0.192577;4;2.0899653979238755;3;4;0.4991341984846218;0.08137254901960785;0.40551587301587305;0.4573695141169189;0.6153846153846154;2;-0.24767441860465167;0.1925770308123249;0.13953488372093023;3.9066223278026206;0.7291221844991249;13;
grafo2839.37.gml;25;35;0.116667;2;6;2.8;0.0;7;2.88;4;7;0.88;0.08695652173913045;0.32852829537612144;0.34052577964247993;0.42105263157894735;2;-0.13523914238592655;0.0;0.0;3.1903289308755793;0.31381712779074905;11;
grafo284.28.gml;18;26;0.169935;2;6;2.8889;0.114815;5;2.4876543209876543;3;5;0.7114582486036499;0.10212418300653596;0.47156862745098044;0.3887502496899075;0.5483870967741935;2;-0.010504201680673035;0.1148148148148148;0.10344827586206896;3.3506576947055726;0.3267303097373464;9;
grafo2840.27.gml;22;29;0.125541;2;5;2.6364;0.0;5;2.739669421487603;4;5;0.4810456929208346;0.09350649350649352;0.2849206349206349;0.35113673757519875;0.42857142857142855;2;-0.3166069295101542;0.0;0.0;2.9092937738167746;0.45010508494738843;8;
grafo2843.43.gml;35;43;0.072269;2;4;2.4571;0.0;10;4.33469387755102;6;10;1.124858267715973;0.10491469314998728;0.4128045157456923;0.22797743335120269;0.30357142857142855;2;-0.16425992779783552;0.0;0.0;2.7224359972131014;0.07806957379509911;9;
grafo2844.19.gml;17;28;0.205882;2;8;3.2941;0.061204;4;2.0899653979238755;2;4;0.5998846486579746;0.08137254901960785;0.47791666666666666;0.46229373105292954;0.6666666666666666;2;-0.05050505050505114;0.06120448179271708;0.10714285714285714;4.012696549893345;0.5329875966705455;12;
grafo2848.40.gml;25;33;0.11;2;4;2.64;0.0;6;3.0688;4;6;0.7631513611335566;0.0955072463768116;0.27880434782608693;0.31911680663230174;0.4067796610169492;2;0.16017964071856242;0.0;0.0;3.0250637347778913;0.2937354353734109;9;
grafo2851.40.gml;32;44;0.08871;2;5;2.75;0.04375;10;3.720703125;5;10;1.2804875780342424;0.09469086021505377;0.3121146953405018;0.26883737340622055;0.36470588235294116;2;0.3623188405797084;0.04375;0.1;3.5212150433352667;0.13346577434944565;13;
grafo2853.23.gml;20;31;0.163158;2;6;3.1;0.043333;5;2.36;3;5;0.5722761571129799;0.0824561403508772;0.30448343079922024;0.41092107263627076;0.5588235294117647;2;-0.03284150404569163;0.04333333333333333;0.07228915662650602;3.7727172996898624;0.5410796793649416;12;
grafo2864.39.gml;34;52;0.092692;2;6;3.0588;0.048039;7;3.121107266435986;4;7;0.8156132131683558;0.06924019607843138;0.26725288600288605;0.318363402684065;0.4074074074074074;2;0.07295331925873673;0.048039215686274506;0.06976744186046512;3.7284127310449287;0.29675677652734184;19;
grafo2865.36.gml;26;35;0.107692;2;6;2.6923;0.0;7;3.1479289940828403;4;7;0.8804248570968921;0.09474358974358976;0.39300000000000007;0.3139145038088404;0.43103448275862066;2;-0.17092457420924684;0.0;0.0;3.116135438042498;0.22210698006979127;10;
grafo2868.17.gml;16;27;0.225;2;8;3.375;0.315476;5;2.2109375;4;5;0.33071891388307384;0.09702380952380954;0.41047619047619044;0.43218360253864174;0.5769230769230769;3;-0.0967741935483865;0.31547619047619047;0.3333333333333333;4.179594814920854;0.4584659249610792;12;
grafo2877.36.gml;29;46;0.1133;2;7;3.1724;0.054516;5;2.7491082045184303;3;5;0.5645070877153414;0.06841817186644772;0.34931342907533386;0.35706596196466045;0.5;2;-0.008771929824562008;0.05451559934318555;0.07627118644067797;3.654454881159396;0.38729092243189345;18;
grafo2878.19.gml;19;33;0.192982;2;8;3.4737;0.144361;4;2.07202216066482;3;4;0.48237638894272;0.06983144134846922;0.337037037037037;0.46481005648534474;0.6206896551724138;2;-0.1671166306695476;0.1443609022556391;0.14423076923076922;4.127130142198283;0.7891980011022762;15;
grafo2881.65.gml;37;48;0.072072;2;5;2.5946;0.112613;9;4.227903579254931;6;9;0.8452159876276697;0.09558129558129556;0.3534656084656084;0.233242963833568;0.3130434782608696;2;-0.358490566037737;0.11261261261261261;0.10465116279069768;2.8509059628234588;0.13472376927679808;12;
grafo2884.18.gml;16;23;0.191667;2;6;2.875;0.035417;4;2.171875;3;4;0.4841229182759271;0.09404761904761905;0.3238095238095238;0.44051552807357763;0.5769230769230769;2;-0.18334892422825083;0.035416666666666666;0.05454545454545454;3.3726192703307767;0.6287462165131905;8;
grafo2902.17.gml;16;25;0.208333;2;8;3.125;0.280506;4;1.9921875;2;4;0.5555121510822243;0.08035714285714286;0.38571428571428573;0.4822658342233601;0.6818181818181818;2;-0.2551990493166956;0.2805059523809524;0.19230769230769232;3.9959085190240815;0.6899219665498064;10;
grafo2904.37.gml;30;47;0.108046;2;8;3.1333;0.085635;6;2.8933333333333335;4;6;0.7717224601860151;0.07118226600985221;0.42678864649308;0.3406061353360308;0.47540983606557374;2;-0.2076388888888887;0.08563492063492063;0.072;3.6797064875888856;0.28172922886908414;18;
grafo2913.40.gml;32;50;0.100806;2;7;3.125;0.020685;6;2.974609375;4;6;0.63661089960823;0.06901881720430107;0.2717443249701314;0.33194424471295886;0.44285714285714284;2;0.07465169473903044;0.02068452380952381;0.046511627906976744;3.849039528302882;0.3185940012829469;19;
grafo2914.63.gml;40;57;0.073077;2;9;2.85;0.034028;7;3.3825;4;7;0.757875319561206;0.06497975708502024;0.38589743589743586;0.29477004810730023;0.4148936170212766;2;-0.07016306743058685;0.03402777777777778;0.02158273381294964;3.698828179885485;0.257044025705247;18;
grafo2915.27.gml;18;28;0.183007;2;7;3.1111;0.182011;4;2.2222222222222223;3;4;0.48749802152178456;0.08455882352941176;0.3477941176470588;0.4332885094777599;0.6071428571428571;2;-0.11240310077519482;0.182010582010582;0.15789473684210525;3.764021863998538;0.7125220338571822;11;
grafo2920.22.gml;18;32;0.20915;2;8;3.5556;0.147487;4;1.9938271604938271;3;4;0.3726779962499649;0.06944444444444445;0.3087359943977591;0.4799760230809955;0.6296296296296297;2;-0.3416666666666667;0.14748677248677247;0.14423076923076922;4.153662486397621;0.8273787843710936;15;
grafo2932.40.gml;38;58;0.082504;2;5;3.0526;0.0;7;3.1689750692520775;5;7;0.5937112722462358;0.06262841789157576;0.19476559893226558;0.3116417831107605;0.3854166666666667;2;-0.05668016194332225;0.0;0.0;3.423685342488405;0.3321594660698366;21;
grafo2939.19.gml;14;23;0.252747;2;6;3.2857;0.238095;4;1.9795918367346939;3;4;0.49487165930539356;0.09432234432234432;0.3397435897435897;0.47821462699926254;0.5909090909090909;2;-0.16908713692946126;0.23809523809523808;0.234375;3.8476063643815235;0.6101520052287139;10;
grafo2941.38.gml;33;49;0.092803;2;5;2.9697;0.033333;6;3.125803489439853;4;6;0.6527472493496368;0.07172531769305963;0.18608870967741933;0.31504609297233754;0.3855421686746988;2;0.16577060931899507;0.033333333333333326;0.05405405405405406;3.460800284140463;0.2842646625206057;17;
grafo295.15.gml;11;17;0.309091;2;6;3.0909;0.284848;4;1.834710743801653;2;4;0.616575453011388;0.11313131313131314;0.5888888888888889;0.5102669726013134;0.7142857142857143;2;-0.09143968871595355;0.28484848484848485;0.27906976744186046;3.5444990656106126;0.5333929620113146;7;
grafo2950.27.gml;20;29;0.152632;2;8;2.9;0.068452;5;2.415;3;5;0.5567764362830021;0.08567251461988304;0.45866054023948755;0.399632111389875;0.5428571428571428;2;-0.3115117014547755;0.06845238095238096;0.04;3.4787956145205197;0.550979007090469;10;
grafo2954.37.gml;31;44;0.094624;2;5;2.8387;0.0;7;3.294484911550468;5;7;0.7398287058825622;0.08290693362995923;0.23274767378215658;0.2987785286345371;0.375;2;-0.30757800891530396;0.0;0.0;3.206844882210169;0.2591618526491861;14;
grafo2955.38.gml;28;39;0.103175;2;5;2.7857;0.09881;7;3.1658163265306123;4;7;0.9442360047430204;0.0878103378103378;0.21177587844254514;0.310691787482384;0.38028169014084506;2;-0.06391270459859635;0.0988095238095238;0.075;3.1549127510248227;0.2598542947281978;12;
grafo2957.37.gml;27;42;0.119658;2;7;3.1111;0.029453;6;2.7160493827160495;3;6;0.6809176411426013;0.07282051282051283;0.24892307692307694;0.36161273289706936;0.4642857142857143;2;-0.11676300578034778;0.02945326278659612;0.05309734513274336;3.845348205775954;0.39122594716646725;16;
grafo2959.38.gml;27;37;0.105413;2;6;2.7407;0.037037;8;3.259259259259259;5;8;0.8996265038141571;0.09538461538461539;0.46391208791208793;0.30462231820789926;0.4406779661016949;2;0.08480565371024644;0.037037037037037035;0.039473684210526314;3.244932238564925;0.1975335673053152;11;
grafo2960.38.gml;30;40;0.091954;2;5;2.6667;0.072222;6;3.2888888888888888;5;6;0.5;0.08579638752052544;0.23686371100164202;0.29745493402360357;0.3625;2;-0.15470022205773626;0.07222222222222222;0.03896103896103896;2.952913277328864;0.2576193411019787;11;
grafo2963.40.gml;32;41;0.082661;2;4;2.5625;0.03125;7;3.73046875;5;7;0.6091746465505602;0.09502688172043011;0.23781362007168458;0.2627200596163718;0.3263157894736842;2;-0.09171597633136157;0.03125;0.04285714285714286;2.796663757351359;0.18294112909603977;10;
grafo2967.47.gml;28;39;0.103175;2;6;2.7857;0.178571;9;3.3316326530612246;5;9;1.2951045974620534;0.09442409442409443;0.3459164292497627;0.2979442722769502;0.375;2;-0.2741035856573703;0.17857142857142858;0.10465116279069768;3.2712936632074623;0.16254992981808983;12;
grafo2968.32.gml;23;32;0.126482;2;5;2.7826;0.084058;6;2.835538752362949;4;6;0.7170618479335062;0.0935441370223979;0.3647186147186147;0.34593866032722004;0.4782608695652174;2;0.1794871794871795;0.08405797101449275;0.08695652173913043;3.367686909953326;0.31589526846883664;10;
grafo2969.39.gml;34;52;0.092692;2;6;3.0588;0.102941;6;3.046712802768166;4;6;0.6169463812765598;0.06684491978609626;0.18845373376623373;0.3241793945051266;0.4177215189873418;2;0.07371007371007397;0.10294117647058823;0.09090909090909091;3.7918121616150757;0.3501423189812482;19;
grafo2970.38.gml;33;46;0.087121;2;7;2.7879;0.125253;8;3.392102846648301;4;8;1.0231480615838868;0.08058406647116324;0.34375;0.29207314444020077;0.367816091954023;2;-0.35854493066810733;0.12525252525252523;0.08256880733944955;3.350519288522292;0.1452725340629118;14;
grafo2973.37.gml;28;36;0.095238;2;4;2.5714;0.160714;8;3.579081632653061;5;8;0.8229799015573508;0.1042938542938543;0.2905982905982906;0.2729070979081959;0.3375;2;-0.24810400866738855;0.16071428571428573;0.13846153846153847;2.8759627944861115;0.17374855970855493;9;
grafo2974.36.gml;29;37;0.091133;2;6;2.5517;0.042529;8;3.483947681331748;5;8;0.8750743131344496;0.09660645867542418;0.4089506172839506;0.2854844308732886;0.3835616438356164;2;-0.06656184486373232;0.04252873563218391;0.04285714285714286;3.1135991867721162;0.15059878374336666;9;
grafo2978.86.gml;61;82;0.044809;2;7;2.6885;0.008197;9;4.430529427573233;6;9;0.7810576557096127;0.05939612855422803;0.2711882342390817;0.22560203990557884;0.29850746268656714;2;-0.060344827586207274;0.00819672131147541;0.017241379310344827;3.447464109864437;0.15084937173736607;22;
grafo2980.23.gml;18;29;0.189542;2;8;3.2222;0.148545;5;2.185185185185185;3;5;0.6502611061510902;0.08210784313725489;0.4411764705882352;0.44367855983983945;0.6296296296296297;2;-0.17794970986460382;0.14854497354497354;0.1744186046511628;3.9230513178042226;0.5338007573388314;12;
grafo2981.26.gml;19;29;0.169591;2;6;3.0526;0.170175;5;2.4376731301939056;3;5;0.6942582083301536;0.09253525971792226;0.41067538126361663;0.39805983496981695;0.5625;2;0.0039032006245099007;0.17017543859649123;0.16901408450704225;3.5223737296111213;0.37761764532610964;11;
grafo2982.39.gml;31;44;0.094624;2;7;2.8387;0.017204;6;3.0718002081165454;4;6;0.6689174630105718;0.074972191323693;0.3338204707170225;0.32086452665873916;0.4411764705882353;2;-0.1889073240104289;0.017204301075268817;0.02912621359223301;3.4455497087358964;0.30265263763499095;14;
grafo2984.37.gml;27;42;0.119658;2;7;3.1111;0.058554;6;2.8065843621399176;4;6;0.769800358919501;0.07658119658119658;0.32615140415140415;0.3508052393922538;0.48148148148148145;2;-0.045138888888888805;0.05855379188712522;0.05555555555555555;3.717153700028097;0.3443748653886861;16;
grafo2985.43.gml;27;39;0.111111;2;4;2.8889;0.0;7;2.954732510288066;4;7;0.7978021936495562;0.08273504273504273;0.18174358974358976;0.3300618709136944;0.37681159420289856;2;-0.05925925925926044;0.0;0.0;3.1519409291513334;0.32066622942604533;13;
grafo2986.38.gml;25;37;0.123333;2;7;2.96;0.04781;6;2.7936;4;6;0.6621178142898739;0.08304347826086955;0.34553140096618357;0.3525756061916716;0.4897959183673469;2;-0.05580215599239074;0.04780952380952381;0.06521739130434782;3.6506848342747915;0.2708827068869437;13;
grafo2990.35.gml;26;39;0.12;2;7;3.0;0.053114;6;2.710059171597633;3;6;0.6923076923076924;0.07576923076923076;0.3936092796092796;0.36182212697164656;0.5;2;-0.05271514766592686;0.05311355311355311;0.030927835051546393;3.5818360975397288;0.4498185838423503;14;
grafo2994.41.gml;31;42;0.090323;2;5;2.7097;0.024731;6;3.344432882414152;5;6;0.2456701001891583;0.0846866889136077;0.19599616858237554;0.2926631695969027;0.3448275862068966;2;-0.33421575115817287;0.024731182795698924;0.03614457831325301;3.0500167956659796;0.2480662972040744;12;
grafo2996.37.gml;25;35;0.116667;2;7;2.8;0.0;5;2.7552;4;5;0.46647615158762407;0.08130434782608693;0.44035541752933055;0.35404797246262626;0.5;2;-0.11989702096359019;0.0;0.0;3.3242576864492785;0.44925632600611687;11;
grafo3001.40.gml;27;43;0.122507;2;8;3.1852;0.053263;5;2.6310013717421126;3;5;0.5665577237325317;0.06928774928774929;0.32819160326852637;0.37360776852924865;0.52;2;-0.0525838621940161;0.05326278659611993;0.07086614173228346;4.068359088184624;0.47903344364835676;17;
grafo3005.58.gml;42;61;0.070848;2;8;2.9048;0.038946;9;3.5759637188208617;5;9;1.1210721301898623;0.0665795586527294;0.37802264808362374;0.2832645361015049;0.41414141414141414;2;-0.010066798381785588;0.038945578231292514;0.0392156862745098;3.747889133571538;0.09578912888623621;20;
grafo3006.35.gml;28;37;0.097884;2;5;2.6429;0.104762;8;3.6479591836734695;5;8;0.82065180664829;0.10704110704110703;0.36481481481481476;0.26898527127857236;0.35064935064935066;2;0.04742547425474167;0.10476190476190475;0.125;3.3189578866087297;0.1733333354743807;10;
grafo3008.32.gml;26;41;0.126154;2;6;3.1538;0.04359;5;2.529585798816568;3;5;0.5174470787336042;0.06794871794871794;0.26416666666666666;0.3860502793771837;0.49019607843137253;2;-0.1615620214395104;0.04358974358974359;0.02654867256637168;3.7820685369909426;0.5418405805970337;16;
grafo3010.19.gml;16;23;0.191667;2;4;2.875;0.0625;5;2.390625;4;5;0.46351240544347894;0.11071428571428571;0.29523809523809524;0.3971177302505351;0.46875;2;0.1320754716981141;0.0625;0.125;3.261157763297416;0.3400570393183207;8;
grafo3011.30.gml;23;34;0.134387;2;7;2.9565;0.036232;5;2.6351606805293004;3;5;0.6055820990080051;0.08356860530773576;0.5341269841269841;0.37123512261023367;0.55;2;0.0032128514056218704;0.03623188405797101;0.036585365853658534;3.4726322183624463;0.3448247443414019;12;
grafo3013.23.gml;18;26;0.169935;2;5;2.8889;0.066667;5;2.302469135802469;3;5;0.5665577237325317;0.08986928104575162;0.2594362745098039;0.41744520944907365;0.5151515151515151;2;-0.14750290360046503;0.06666666666666667;0.05084745762711865;3.3049096364552537;0.5034743569791286;9;
grafo3014.33.gml;27;38;0.108262;2;5;2.8148;0.024691;6;3.0891632373113853;4;6;0.531581484978049;0.08831908831908832;0.23399999999999996;0.31436753384750304;0.3880597014925373;2;-0.1963545981772988;0.024691358024691357;0.0379746835443038;3.2972315153719864;0.3206568756955027;12;
grafo3016.41.gml;26;34;0.104615;2;5;2.6154;0.0;7;3.334319526627219;5;7;0.6007884366082042;0.1028205128205128;0.28111111111111114;0.2925001634434062;0.38461538461538464;2;-0.11368015414258151;0.0;0.0;3.055657943062873;0.21231970646664478;9;
grafo3018.24.gml;21;30;0.142857;2;7;2.8571;0.057823;5;2.435374149659864;3;5;0.4856209060564557;0.08195488721804511;0.3982456140350877;0.396017515535175;0.5405405405405406;2;-0.22171945701357468;0.057823129251700675;0.043478260869565216;3.3206268857145784;0.5399259437411779;10;
grafo3019.39.gml;24;40;0.144928;2;8;3.3333;0.084921;5;2.4618055555555554;3;5;0.5713045500334204;0.07131093544137022;0.33921513269339354;0.3959885261238012;0.5348837209302325;2;-0.21874343349443146;0.08492063492063491;0.07563025210084033;3.9596242317341015;0.4789355194218634;17;
grafo3022.36.gml;27;36;0.102564;2;5;2.6667;0.0;6;3.1083676268861455;4;6;0.6285393610547089;0.08911680911680912;0.2663589743589743;0.31317347036454524;0.38235294117647056;2;-0.42905405405405495;0.0;0.0;2.9519550620094623;0.312899793612852;10;
grafo3028.24.gml;19;29;0.169591;2;6;3.0526;0.270175;5;2.4376731301939056;4;5;0.40768245749551757;0.09253525971792227;0.3455337690631809;0.39240983648593436;0.46153846153846156;2;-0.3305243445692888;0.2701754385964912;0.17391304347826086;3.3235590539718274;0.46014317598999765;11;
grafo3034.29.gml;22;33;0.142857;2;6;3.0;0.169697;5;2.5950413223140494;3;5;0.642824346533225;0.08593073593073593;0.28984126984126984;0.3743479263153162;0.5;2;-0.021612149532710588;0.1696969696969697;0.1518987341772152;3.496841340745541;0.36949192271439546;12;
grafo3035.36.gml;31;45;0.096774;2;6;2.9032;0.063441;6;3.1342351716961496;4;6;0.6419273787784645;0.0771968854282536;0.27800766283524897;0.3154230401397999;0.4166666666666667;2;0.10032131381649399;0.06344086021505375;0.05825242718446602;3.5138378646873654;0.29017646228807975;15;
grafo3038.38.gml;30;42;0.096552;2;5;2.8;0.012222;7;3.24;4;7;0.7717224601860151;0.08399014778325124;0.2994663382594417;0.30460347780272595;0.4027777777777778;2;0.07182320441988846;0.012222222222222223;0.033707865168539325;3.3883061009824766;0.25532099200983444;13;
grafo3039.27.gml;14;18;0.197802;2;3;2.5714;0.119048;4;2.2448979591836733;3;4;0.49487165930539356;0.11813186813186814;0.235042735042735;0.4178550159806053;0.48148148148148145;2;-0.250000000000006;0.11904761904761904;0.1;2.675130870566651;0.4964955010604739;5;
grafo3041.36.gml;23;40;0.158103;2;7;3.4783;0.10559;4;2.328922495274102;3;4;0.4391089103635685;0.06832298136645963;0.23427128427128427;0.41836779826941234;0.5365853658536586;2;-0.12965340179717702;0.10559006211180123;0.12;4.153059871758426;0.6364513539670966;18;
grafo3042.14.gml;13;17;0.217949;2;4;2.6154;0.0;4;2.106508875739645;3;4;0.49851851526214314;0.11655011655011657;0.30808080808080807;0.44497076320409445;0.5454545454545454;2;0.008333333333333992;0.0;0.0;2.7833241012749155;0.5540688633540936;5;
grafo3048.41.gml;27;36;0.102564;2;5;2.6667;0.07284;7;3.207133058984911;5;7;0.6869347033700521;0.09321937321937322;0.2682051282051282;0.30481888419603853;0.37142857142857144;2;0.052631578947368744;0.0728395061728395;0.08571428571428572;3.1754852409950147;0.2653841809293547;10;
grafo3055.36.gml;26;36;0.110769;2;4;2.7692;0.083333;7;3.337278106508876;6;7;0.4985185152621431;0.10294871794871795;0.25916666666666666;0.29534263280793893;0.35714285714285715;2;0.16666666666666738;0.08333333333333333;0.08333333333333333;3.2145392741513668;0.1620060930495347;11;
grafo3056.26.gml;19;29;0.169591;2;8;3.0526;0.064912;5;2.2880886426592797;3;5;0.7177990366834661;0.08324733402132783;0.458807967631497;0.4247213144955242;0.6;2;-0.3234787600459246;0.0649122807017544;0.036585365853658534;3.7366608473564953;0.5190629621680145;11;
grafo3057.34.gml;27;39;0.111111;2;8;2.8889;0.032275;6;2.8614540466392318;4;6;0.6285393610547089;0.07886039886039888;0.47990809190809186;0.34369906992059146;0.5098039215686274;2;-0.04559547692868912;0.032275132275132276;0.06;3.781186397788543;0.29881665066517893;13;
grafo3058.42.gml;24;33;0.119565;2;8;2.75;0.022321;5;2.6909722222222223;3;5;0.5636562191028618;0.08218050065876152;0.5013175230566534;0.3630629144705577;0.5348837209302325;2;-0.13544511196067796;0.022321428571428572;0.039473684210526314;3.410780820923091;0.39999629169574163;10;
grafo306.18.gml;15;22;0.209524;2;7;2.9333;0.145079;4;2.08;2;4;0.6110100926607788;0.09450549450549452;0.43369963369963377;0.46050578788782465;0.6666666666666666;2;-0.09780439121756485;0.14507936507936506;0.15789473684210525;3.5993992669136206;0.6432070380119158;8;
grafo3060.28.gml;25;33;0.11;2;5;2.64;0.137333;8;3.3536;5;8;0.8944271909999159;0.10840579710144928;0.3597222222222223;0.2919728752708509;0.35294117647058826;2;-0.09493087557603705;0.13733333333333334;0.140625;3.0558760292370333;0.17358886912168792;9;
grafo3061.32.gml;25;39;0.13;2;7;3.12;0.110476;6;2.8512;4;6;0.6740919818541088;0.08565217391304347;0.36021825396825397;0.34532197217552374;0.47058823529411764;2;-0.1768650461022631;0.11047619047619048;0.08256880733944955;3.955953657607156;0.2328172661538994;15;
grafo3062.23.gml;19;33;0.192982;2;7;3.4737;0.18797;5;2.1994459833795013;3;5;0.6488856845230502;0.07774337805297558;0.34734671646436355;0.439489434718952;0.5806451612903226;3;-0.05555555555555611;0.18796992481203006;0.15151515151515152;4.0287458730645165;0.6067598585823848;15;
grafo3063.91.gml;46;58;0.056039;2;4;2.5217;0.021739;9;4.425330812854442;6;9;0.9007977980478548;0.0800834431269214;0.2580134680134681;0.22506380663717862;0.3;2;0.15533980582524137;0.021739130434782608;0.030612244897959183;2.8338380118666637;0.15831021877683388;13;
grafo3066.32.gml;26;42;0.129231;2;8;3.2308;0.053938;5;2.532544378698225;3;5;0.576923076923077;0.06807692307692308;0.34627777777777785;0.38646831702303974;0.5208333333333334;2;-0.16762060506950038;0.05393772893772893;0.07627118644067797;3.83576128458209;0.4373363859658457;17;
grafo3068.35.gml;29;44;0.108374;2;8;3.0345;0.028736;6;2.837098692033294;3;6;0.7998216210167726;0.07179346834519248;0.3792328042328042;0.3474163771744686;0.49122807017543857;2;-0.11567647603183563;0.028735632183908042;0.02654867256637168;3.6958942226161273;0.3406196671755526;16;
grafo3069.88.gml;52;64;0.048265;2;5;2.4615;0.024359;13;5.535502958579881;7;13;1.4721276314618952;0.09288084464555053;0.3131764705882352;0.18317951472579172;0.24878048780487805;2;0.035897435897435895;0.02435897435897436;0.027777777777777776;3.0561638828529665;0.04051482032420018;13;
grafo3074.26.gml;21;32;0.152381;2;6;3.0476;0.047619;6;2.566893424036281;4;6;0.642416074439621;0.08922305764411027;0.28023809523809523;0.3799396946854627;0.5;2;-0.12941176470588237;0.047619047619047616;0.039473684210526314;3.4723472505014152;0.3716205082137236;12;
grafo3075.72.gml;54;74;0.051712;2;7;2.7407;0.060758;8;3.96159122085048;6;8;0.6364014917570217;0.05839111971187443;0.20139263252470796;0.2511590577779295;0.31176470588235294;2;-0.2200298167148998;0.06075837742504409;0.03636363636363636;3.3770246168802767;0.19492049298415387;21;
grafo3077.72.gml;54;74;0.051712;2;7;2.7407;0.060758;8;3.96159122085048;6;8;0.6364014917570217;0.05839111971187443;0.20139263252470796;0.2511590577779295;0.31176470588235294;2;-0.2200298167148998;0.06075837742504409;0.03636363636363636;3.3770246168802767;0.19492049298415332;21;
grafo3082.33.gml;25;35;0.116667;2;5;2.8;0.026667;7;3.1104;5;7;0.6144916598294886;0.0973913043478261;0.22995169082125608;0.31292716942412085;0.38095238095238093;2;-0.14243323442136624;0.026666666666666665;0.041666666666666664;3.198420842809434;0.26338814025282503;11;
grafo3085.49.gml;35;58;0.097479;2;6;3.3143;0.025714;6;2.9012244897959185;4;6;0.5314592925068078;0.06019862490450726;0.1863707099001217;0.3400433399178639;0.4146341463414634;2;0.01741176470588208;0.02571428571428571;0.05521472392638037;4.003897189301907;0.4088186225718983;24;
grafo3086.49.gml;35;58;0.097479;2;6;3.3143;0.025714;6;2.9012244897959185;4;6;0.5314592925068078;0.06019862490450726;0.1863707099001217;0.3400433399178639;0.4146341463414634;2;0.01741176470588208;0.02571428571428571;0.05521472392638037;4.003897189301907;0.408818622571898;24;
grafo3088.40.gml;32;49;0.09879;2;7;3.0625;0.01875;6;2.94921875;4;6;0.6839396446324778;0.06814516129032258;0.2782488479262673;0.3345691864133712;0.45588235294117646;2;-0.040271394178157414;0.01875;0.024390243902439025;3.6841105002716525;0.36198185496905055;18;
grafo3093.35.gml;23;35;0.13834;2;7;3.0435;0.065217;5;2.4763705103969755;4;5;0.4124709991523974;0.07566346696781481;0.3202741702741703;0.39208289085616677;0.5238095238095238;2;-0.23306233062330786;0.06521739130434782;0.03225806451612903;3.6396617270465628;0.5425968703431038;13;
grafo3095.34.gml;23;33;0.130435;2;8;2.8696;0.0;5;2.6351606805293004;3;5;0.5702120455914783;0.08356860530773574;0.4865749330035045;0.37043814550855264;0.5238095238095238;2;-0.2332681973619929;0.0;0.0;3.5340194875498714;0.38029090127221504;11;
grafo3096.36.gml;27;42;0.119658;2;8;3.1111;0.098854;5;2.595336076817558;3;5;0.5443310539518174;0.0678062678062678;0.3713260073260073;0.3761998243322831;0.5;2;-0.2885621377067731;0.09885361552028218;0.0743801652892562;3.7589045385290247;0.46804467212835305;16;
